Topic,Count,Name,Representation,Representative_Docs,label_manual
44,104,44_gara_download_gen_asmara,"['gara', 'download', 'gen', 'asmara', 'agz', 'byon', 'siapa', 'kesini', 'mau', 'doang']","['siapa yang di sini download vidio karena mau menonton asmara gen saja', 'download ini cuma untuk menonton asmara gen saja', 'download aplikasi ini untuk menonton asmara gen saja']",Gara Download Gen
45,93,45_seru_asyik_banget_menyenangkan,"['seru', 'asyik', 'banget', 'menyenangkan', 'deh', 'pokoknya', 'magic', 'sumpah', 'eplikasi', 'gomong']","['seru banget deh', 'seru banget', 'seru banget']",Seru Asyik Banget
46,129,46_filim_seru_menonton_banget,"['filim', 'seru', 'menonton', 'banget', 'sukai', 'aku', 'magic', 'tivi', 'senang', 'santri']","['seru banget bisa menonton apa saja disini', 'seru banget menonton di sini', 'seru banget aplikasinya bisa menonton film apa saja']",Filim Seru Menonton
47,128,47_layar_login_masuk_daftar,"['layar', 'login', 'masuk', 'daftar', 'buka', 'loading', 'wifi', 'kak', 'kenapa', 'muter']","['kak ini kenapa ya aplikasi nya sekarang di aku tidak bisa di buka padahal sudah instal ulang juga daftar ulang juga tapi tetap saja hitam layarnya tidak mau gagal terus', 'kenapa ya sudah 1 minggu ini setiap saya mau muter series selalu ada peringatan begini android anda tidak bisa memuat film dengan resolusi 1080 padahal kemarin tidak pernah dan parahnya saya harus uninstall dulu terus instal lagi baru bisa muter series original', 'halo kak sudah saya restart tapi tetap enggak bisa kenapa ya kak aneh banget lihat live ig orang saja lemott enggak bisa komen macet macet habis begitu aplikasi vidio juga muter muter terus pakai kuota juga sama saja']",Layar Login Masuk
48,50,48_bagus___,"['bagus', '', '', '', '', '', '', '', '', '']","['bagus', 'bagus', 'bagus']",Bagus  
49,48,49_good___,"['good', '', '', '', '', '', '', '', '', '']","['good', 'good', 'good']",Good  
50,86,50_hiburan_luang_keluarga_waktu,"['hiburan', 'luang', 'keluarga', 'waktu', 'buat', 'kaum', 'rebahan', 'menarik', 'tontonan', 'widget']","['buat hiburan', 'baik sebagai hiburan', 'baik sekali untuk hiburan']",Hiburan Luang Keluarga
51,47,51_ok_god_accepted_jobb,"['ok', 'god', 'accepted', 'jobb', 'good', '', '', '', '', '']","['ok good', 'ok good', 'ok ok']",Ok God Accepted
52,60,52_mantab_alus_klik_kamu,"['mantab', 'alus', 'klik', 'kamu', 'oppen', 'ibl', 'fer', 'channalnya', 'aqoh', 'menngunakan']","['mantab', 'mantab', 'mantab']",Mantab Alus Klik
53,107,53_channel_mnctv_gtv_tv,"['channel', 'mnctv', 'gtv', 'tv', 'rcti', 'siaran', 'trans', 'trans7', 'global', 'asia']","['kenapa harus ditambahin cenel rcti mnctv dan gtv kalau harus suruh bayar mending tidak usah dimasuki cnelnya', 'tambahkan dong 3 channel lagi seperti channel rcti mnctv gtv nya biar komplit sama tambah seru lagi nontonnya', 'apl ini sangat bagus tapi siaran rcti mnctv gtv dan inews kenapa tidak ada saya cari siaran tv tidak ada']",Channel Mnctv Gtv
54,45,54_ok___,"['ok', '', '', '', '', '', '', '', '', '']","['ok', 'ok', 'ok']",Ok  
