Topic,Count,Name,Representation,Representative_Docs,label_manual
36,20,36_postingan_dosen_kelas_tgs,"['postingan', 'dosen', 'kelas', 'tgs', 'video', 'yang', 'padahal', 'ukt', 'muncul', 'di']","['kok saya tidak bisa absen setelah scan qr malah ngefreeze dan tidak muncul konfirmasi hadir kelas jadi saya tidak terhitung hadir', 'admin kenapa saya tidak masuk dalam daftar anggota saya padahal tugas banyak disitu dan forum2 nya juga tidak muncul dalam kelas admin bagaimana ini saya kena imbasnya sama dosen', 'saya sering mengirim tgs boleh dosen terus di aplikasi tertulis dikirm tapi saat lihat daftar orang yang mengumpulkan tgs nama saya tidak ada padahal saya sudah mengirim tgs loh dan akhrinya saya tidak dapat nilai']",Postingan Dosen Kelas
37,21,37_min_updte_ya_kenapa,"['min', 'updte', 'ya', 'kenapa', 'selfi', 'otp', 'gakbsa', 'begini', 'nya', 'error']","['sebelumnya maaf kenapa edling udha di ubdate tapi tidak ada notifikasi malahan edlinya lebih memburuk dari sebelumnya', 'dear admin ini kenapa ya saya buka edlink buffering terus mohon pencerahaan nya min', 'min kenapa edlik nya error jadi susah buat belajar min bagaimana ini min']",Min Updte Ya
38,15,38_lelet_akhir_banget_abiezz,"['lelet', 'akhir', 'banget', 'abiezz', 'yt', 'lanjar', 'burukkkk', 'bisaaaa', 'jayaaaaa', 'klarifikasinyaaaaa']","['lelet aplikasinya', 'lelet banget akhir akhir ini', 'lelet banget']",Lelet Akhir Banget
39,18,39_notif_notifikasi_deatline_dibaca,"['notif', 'notifikasi', 'deatline', 'dibaca', 'ketinggalan', 'sering', 'ada', 'merugikan', 'tolong', 'mahasiswa']","['terlalu sering kesalahan server tolong fix saya sampai tidak tahu samsek ada tugas dan notifnya tidak ada sudah kelewat deadline lagi', 'pemberian notifikasi pada mahasiswa lambat banyak mahasiswa yang sering ketinggalan deadline karena notifikasi terlambat atau tidak ada tolong perbaiki', 'tolong difix dan tolong dibaca dan dicamkan baik aplikasi sering ngebug merugikan mahasiswa upload file lama banget tolong dibenerin yang benar supaya tidak merugikan banyak orang nih aplikasi ptg buat mahasiswa tolong di fix yang benar']",Notif Notifikasi Deatline
40,11,40_diperbaiki_file_tolong_penyimpanan,"['diperbaiki', 'file', 'tolong', 'penyimpanan', 'karena', 'mengirim', 'segera', 'dikirim', 'sangat', 'ini']","['setelah update ada bug sudah berkali kali terjadi mau buka materi komentar kuis tidak bisa mohon diperbaiki secepatnya karena saya tidak bisa absen selama 2 minggu di komentar', 'saya kurang uas karena perizinan penyimpanan enggak bisa mau mengirim file tugas juga tidak bisa tolong perbaiki lagi saya dari institut seni indonesia padang panjang', 'tolong ini edlink makin ada update makin tidak jelas file yang dikirim dosen selalu tidak bisa terbuka dan kenapa file setiap mau dibuka harus download ulang dan sering tidak tersimpan tolong diperbaiki ini karena sangat menyusahkan perkuliahan kami']",Diperbaiki File Tolong
41,14,41_profil_foto_berhenti_terhenti,"['profil', 'foto', 'berhenti', 'terhenti', 'mengganti', 'ganti', 'setiap', 'kagak', 'edlink', 'login']","['ini kenapa saya enggak bisa ganti foto profil', 'saya tidak bisa mengganti foto profil di edlink', 'tidak bisa mengganti foto profil']",Profil Foto Berhenti
42,9,42_info_pembayaran_jatuh_tempo,"['info', 'pembayaran', 'jatuh', 'tempo', 'bayaran', 'tagihan', 'satu', 'membayar', 'penggunanya', 'bulan']","['enggak ada notif jatuh tempo keuangan jadi enggak tau tiba-tiba lihat pembayaran jatuh tempo minimal kasih tahu dong kalau sudah mendekati jatuh tempo jadi kaget', 'tolong dong kalau ada info bayaran jangan diadain menjelang akhir jadwal pembayaran mana tidak ada notifikasinya lagi tolong dong kalau ada info bayaran begitu mengadakan di notifikasi jangan malah setelah bayar baru ada notifnya kan saya jadi bolak balik cek ada tidak nih bayaran jadi agak ribet saya', 'aplikasi makin aneh mau bayar lewat mandiri pun tidak bisa pas di tf muncul tulisan maaf rekening ini tidak di temukan terus satu lagi kok tagihan spp jadi doubel padahal saat lihat beberapa hari yang lalu tidak begitu kalau satunya buat semseter 4 sangat tidak logis baru saja masuk semseter 3 masa sudah ada tagihan semester 4']",Info Pembayaran Jatuh
43,9,43_terlalu_cepat_update_sering,"['terlalu', 'cepat', 'update', 'sering', 'terlau', 'penampilan', 'ferporma', 'konsisten', 'news', 'siklus']","['terlalu banyak update tapi ferporma buruk', 'terlalu cepat siklus pembaruan', 'tidak konsisten waktu penampilan news']",Terlalu Cepat Update
44,14,44_buka_materi_berkas_download,"['buka', 'materi', 'berkas', 'download', 'aneh', 'bingung', 'di', 'up', 'padahal', 'file']","['menyesal benar² buang kuota hanya untuk download sudah buat akun tidak bisa login²', 'saat buka materi tidak bisa kebuka tulisanya berkas sedang di unduh tapi tidak ada berkas yang bisa di buka aneh banget', 'kenapa susah sskali untuk di download dari kemarin tulisannya menunggu didownload padahal memori dan kuota masih ada']",Buka Materi Berkas
45,11,45_kadang_terus_menerus_semenjak,"['kadang', 'terus', 'menerus', 'semenjak', 'update', 'nge', 'susah', 'mana', 'garing', 'ayo']","['tolonglah perbaiki jangan lelet terus dikit2 harus upgrade terus', 'semenjak di upgrade jadi makin susah dan selalu meminta diupgrade terus menerus', 'update mulu garing mana sering nge down kadang banyak error ayo lah lebih baik lagi']",Kadang Terus Menerus
46,11,46_rata_semua_login_daftar,"['rata', 'semua', 'login', 'daftar', 'selalu', 'hilang', 'di', 'sudah', 'keluar', 'update']","['ketika aplikasi deh di login nin mengunakan nim sudah masuk terus bufring keluar dengan sendirinya', 'endlink tidak bisa di buka selalu loading padahal sudah di update sama di instal ulang tapi tetap saja mau masuk selalu loading mohon di perbaharui lagi', 'tiba tiba tidak ada angin tidak ada ujan akun anda terblokir padahal kemaren² baik² saja kok sekarang saat saya mau buka kkaga bisa']",Rata Semua Login
47,16,47_kesalahan_server_terjadi_pada,"['kesalahan', 'server', 'terjadi', 'pada', 'perbaiki', 'setiap', 'saat', 'login', 'dibuka', 'kali']","['dokumen tidak bisa dibuka melalui aplikasinya jadi membukanya harus lewat file dulu baru bisa padahal sebelum update bisa dibuka melalui aplikasinya langsung mohon diperbaiki bug nya', 'tiap kali buka selalu terjadi kesalahan pada server jadi banyak tugas yang tidak bisa dikumpul', 'tolong perbaiki aplikasi setiap kali saya buka selalu terjadi kesalahan pada server']",Kesalahan Server Terjadi
